가카, 56, 161
사가, 47, 164
사라, 56, 177
마나, 94, 141
가바, 93, 159
다차, 87, 151
아다, 76, 158
타하, 52, 173
카다, 86, 166
바바, 44, 173
다바, 93, 166
자자, 89, 143
차나, 60, 164
카파, 55, 180
아카, 62, 144
차나, 93, 158
다아, 42, 168
차차, 77, 187
라차, 41, 160
카가, 81, 141
다자, 85, 159
라마, 65, 182
나라, 88, 182
차하, 70, 160
카사, 59, 169
사라, 99, 141
바자, 87, 151
라라, 58, 156
라바, 91, 146
마가, 54, 152
차가, 70, 164
차다, 41, 148
사아, 94, 181
가파, 40, 183
자자, 54, 156
나사, 62, 141
차라, 74, 140
가카, 97, 176
사아, 68, 173
가파, 71, 156
카차, 41, 144
파나, 74, 177
자파, 43, 172
나아, 74, 140
파바, 41, 144
다타, 84, 150
타타, 99, 152
사사, 85, 151
나라, 68, 167
차타, 89, 187
하아, 66, 172
나가, 50, 160
바바, 95, 146
자카, 46, 175
하자, 77, 154
타마, 44, 146
바마, 89, 147
라하, 63, 149
하차, 96, 162
차다, 49, 185
마바, 44, 163
가나, 96, 142
카라, 46, 147
라라, 48, 164
라차, 82, 173
파라, 79, 145
자자, 84, 163
나사, 52, 165
가사, 67, 143
마라, 50, 182
가사, 68, 153
파나, 59, 141
가라, 85, 188
자바, 58, 181
나라, 78, 142
파사, 88, 169
마파, 69, 184
아파, 43, 188
파다, 74, 174
하나, 92, 183
사가, 95, 167
라카, 46, 140
아다, 47, 142
파아, 47, 166
카바, 49, 189
라마, 83, 143
마파, 96, 180
차차, 76, 180
라차, 40, 181
나라, 84, 146
나라, 47, 179
마마, 80, 148
하차, 55, 176
나사, 81, 164
마마, 90, 168
타나, 94, 171
아파, 79, 182
바카, 64, 189
카카, 90, 180
하사, 46, 141
카라, 68, 160
자라, 63, 169
카파, 99, 164
마다, 84, 187
타자, 97, 184
아나, 67, 151
파바, 91, 143
차마, 48, 166
가하, 54, 177
자아, 46, 172
사타, 80, 153
차마, 72, 189
타타, 77, 157
파사, 58, 158
하바, 44, 187
나바, 91, 143
차차, 82, 158
라파, 50, 188
카나, 66, 171
나파, 55, 153
다바, 61, 161
라사, 95, 144
파하, 69, 143
나아, 43, 157
사마, 66, 148
마라, 53, 171
자사, 73, 149
사자, 71, 185
하사, 63, 152
아아, 60, 173
바하, 66, 147
파나, 43, 158
아파, 74, 181
자나, 46, 144
타마, 46, 158
라마, 74, 181
차마, 84, 145
바사, 84, 149
가카, 97, 161
자가, 60, 148
마자, 46, 149
카다, 89, 177
가파, 57, 170
하파, 59, 179
마타, 61, 147
바라, 78, 169
차하, 64, 161
타타, 84, 157
가사, 58, 156
사사, 67, 175
하다, 61, 165
라파, 43, 185
자아, 58, 158
마라, 52, 182
카하, 62, 160
파카, 47, 140
자마, 86, 164
타다, 62, 170
다하, 59, 178
바사, 98, 161
타사, 92, 181
차라, 46, 149
파다, 40, 149
카자, 59, 145
마사, 53, 162
바다, 59, 144
다타, 72, 147
가하, 64, 162
카바, 82, 155
차자, 56, 151
아마, 52, 181
가카, 69, 153
